Customer_ID,Name,Age,Gender,City,Employment_Type,Monthly_Income,Loan_Amount,Interest_Rate,Tenure_Months,Credit_Score,Vehicle_Type,Down_Payment,EMI,Previous_Default,Loan_Status
C1398,Alisha Dara,41.0,F,Indore,salaried,76033,898440,9.8,12,644.0,CAR,170340,66621,No,Default
C2490, Jivin Varma ,44.0,M,Coimbatore,Self  Employed,34824,155339,13.4,18,698.0,bike,28595,7984,NO,Default
C0632,Hansh Kara,37.0,M,Chennai,Government,35394,295162,10.8,24,781.0,car,57435,10975,yes,No Default
C2026,Stuvan Uppal,25.0,M,Surat,Business ,47018,304935,14.9,24,607.0,BIKE,48949,12255,N,Default
C2813,Tiya Raju,18.0,M,Thane,salaried,59557,209748,12.4,24,650.0,bike,16386,9055,yes,Default
C0640,Gatik Dass,18.0,M,Nagpur,bussiness,44351,494170,12.1,60,644.0,car,141020,6598,NO,Default
C1521,Renee Badal,33.0,M,Thane, salarieD,58541,363505,14.3,60,737.0,BIKE,25903,6431,YES,No Default
C2863,Anaya Reddy,24.0,M,Coimbatore,BUSINESS,24093,374363,12.2,36,666.0,Truk,72524,9407,N,Default
C1399,Divit Rama,31.0,M,Kochi,Salaried ,62911,899475,9.8,72,823.0,SUV,256005,9812,NO,Default
C3040,Azad Borah,30.0,F,Bhopal,salaried,48604,458146,10.6,18,703.0,c ar,62041,24338,No,Default
C0494,Amira Mann,28.0,F,Patna,SALARIED,42046,261618,10.2,48,659.0,c ar,52771,4794,YES,Default
C2548,Priyansh  Master,40.0,M,Bhopal,govt ,42092,559117,12.5,12,684.0,Suv,163909,37050,no,Default
C2715,Abram Handa,28.0,F,Coimbatore,bussiness,149675,1784382,14.5,18,708.0,c ar,400000,88062,N,Default
C0119,Renee Das,30.0,F,Coimbatore,BUSINESS,39802,377664,13.8,60,658.0,CAR,53098,6155,NO,No Default
C2329,Dishani Sharaf,28.0,F,Jaipur,Salaried,48218,175077,15.2,24,762.0,Bike,42637,6357,NO,No Default
C2902,Mohanlal Varughese,26.0,F,Pune,Salaried,35663,198647,8.7,12,683.0,BikE,25327,15699,N,Default
C0539,Prerak Sarma,18.0,M,Pune,Salaried ,30553,194086,12.3,72,648.0,Car,31923,2529,Y,No Default
C1091,Indrajit Randhawa,20.0,F,Kolkata,salaried,82118,260483,12.1,12,636.0,BIKE,62648,18481,0,Default
C2645,Ira D’Alia,18.0,F,Mumbai,salaried,20938,81380,13.0,30,751.0,bike,23594,2176,0,Default
C2463,Vardaniya Das,51.0,F,Vadodara, salarieD,81015,862309,11.2,36,698.0,Suv,162726,21609,N,No Default
C2275,Stuvan Mangal,29.0,F,Chennai,salaried,68877,284951,10.6,12,671.0,Bike,81592,18742,0,Default
C2583,Advik Solanki,34.0,M,Patna, salarieD,34532,121076,9.3,30,670.0,Bike,9930,4049,no, Default 
C0771,Himmat Bedi,18.0,M,Thane,SALARIED,42995,315832,9.1,18,521.0,Car,61314,15426,No,Default
C3154,Khushi  Johal,36.0,M,Delhi,self employed,58087,521102,13.6,72,698.0,Car,153158,5805,1,Default
C1998,Elakshi Manne,42.0,F,Kolkata,salaried,42497,636539,11.4,12,737.0,S U V,50779,54378,N,Default
C0206,Mannat Ganesan,34.0,M,Visakhapatnam,bussiness,72201,224281,12.4,36,701.0,bike,49146,5468,NO,No Default
C1001,Oorja Tella,23.0,F,Vadodara,Self-employed,44471,516690,12.9,48,652.0,CAR,143487,8778,NO,Default
C3113,Ira Chanda,30.0,F,Bhopal,Goverment,67517,597620,13.7,60,661.0,car,133353,8797,N,Default
C0400,Miraan Badami,30.0,M,Pune,SALARIED,44985,327307,13.4,24,655.0,SUV,35077,13807,No,Default
C1990,Advika Kade,21.0,F,Kochi,Salaried ,69415,484877,12.9,30,599.0,Car,130052,13353,N,Default
C1576,Rania Sodhi,,F, Noida ,Self employed,46351,243224,15.9,72,730.0,BIKE,72370,2750,No,No Default
C1199,Vanya Hayer,30.0,F,Mumbai,Business,50768,471155,9.2,36,684.0,CAR,60791,12447,0,Default
C2369,Kavya  Varma,46.0,M,Chennai,Self  Employed,24410,285403,9.9,12,621.0,car,61853,20473,No,Default
C0470,Tarini Goyal,38.0,M,Kolkata,Salaried ,26969,303819,12.6,36,775.0,suv,20239,8869,YES,No Default
C2774,Dhruv Choudhary,35.0,M,Kochi,Salaried,58256,372749,12.8,24,677.0,bike,33376,15950,1,No Default
C2577,Aarush Thaker,18.0,M,Patna,SALARIED,41513,425608,11.8,12,749.0,Suv,43991,35553,1,No Default
C0861,Devansh Sharaf,23.0,M,Bengaluru,salaried,12000,143129,11.3,36,751.0,Car,19082,3835,1,No Default
C0867,Jivin Choudhary,,M,Bhopal,salaried,40252,170421,9.9,30,751.0,BIKE,47117,4517,N,Default
C0080,Badal Bal,38.0,M,Visakhapatnam,SALARIED,83308,1092523,11.0,48,646.0,SUV,58598,23909,no,Default
C0534, Sara Halder ,20.0,M,Pune,Self  Employed,110050,944339,12.3,18,599.0,suv,260262,42678,No,Default
C0230,Tara Mani,48.0,F,Jaipur,Salaried ,54337,251483,12.2,24,622.0,bike,72780,8354,no,Default
C2506,Vihaan Kulkarni,26.0,M,Nashik,SALARIED,102628,349077,9.9,30,719.0,Bike,32867,11583,no,no default
C2339,Reyansh Char,27.0,F,Delhi,salaried,54625,660051,9.3,24,715.0,Car,59028,27371,no,No Default
C0371,Eva Dara,28.0,M,Delhi,Salaried,48193,541714,10.6,18,671.0,Car,64486,29323,N,No Default
C0266,Zaina  Raval,39.0,F,Nagpur,,53419,279222,10.6,30,703.0,Bike,46180,8591,no,No Default
C1613,Shray Varghese,34.0,F,Pune,Self  Employed,51403,498020,8.7,24,687.0,S U V,80170,18925,no,Default
C1502,Vivaan Manne,41.0,F,Thane,Salaried,48548,226388,13.0,36,682.0,bike,58122,5281,No,Default
C0165,Gokul Baral,31.0,F,Nagpur,SALARIED,48071,200596,10.5,36,704.0,Bike,51050,4590,0,No Default
C0474,Jayant Wali,34.0,M,Bengaluru,bussiness,68734,358335,11.8,24,584.0,BIKE,82094,12868,NO,No Default
C0876,Amani Sethi,34.0,F,Coimbatore,SALARIED,44270,282951,10.8,30,680.0,car,73315,7742,0,Default
C2246,Arhaan Bobal,48.0,Other,Pune,Salaried ,57916,779472,11.7,72,563.0,Suv,50887,11303,NO,NO DEFAULT
C0186,Kartik Thaman,,M,Kolkata,Business ,33000,319599,11.2,60,684.0,CAR,20802,5537,No,No Default
C2166,Onkar Barad,42.0,M,Jaipur,Self-employed,64927,458408,11.1,18,495.0,c ar,63682,24363,No,Default
C2470,Arnav Dhar,39.0,F,Indore,SALARIED,51293,589239,12.1,72,681.0,car,45501,8465,No,No Default
C1476, Aarna Dora ,63.0,F, Kolkata ,Self Employed,61013,938493,9.6,18,537.0, suv ,131514,49136,Y,Default
C2305,Raghav Chadha,27.0,M, Delhi ,,64174,520088,14.8,36,743.0,CAR,117552,12836,yes,No Default
C0136,Anika Chada,35.0,F,Chennai,STUDENT,70026,857422,9.8,24,705.0,Suv,238880,28298,NO,Default
C1092,Reyansh Maharaj,43.0,M,Kolkata,,47796,357551,,24,623.0,suv,57858,13623,no, Default 
C2637,Yuvaan Venkatesh,37.0,M,Hyderabad,Self  Employed,33414,106160,8.1,36,702.0,BikE,8855,2921,Y,Default
C1855,Indranil Mani,39.0,F,Bhopal,Goverment,30567,345479,8.3,60,622.0,c ar,57914,5190,0,Default
C0327,Seher Hari,,F,Kochi, salarieD,32078,186342,13.1,30,850.0,Bike,22989,6158,no,Default
C0319,Zoya  Cherian,33.0,F,Gurugram,Self  Employed,75906,244625,12.8,24,751.0,Bike,19260,10592,N,No Default
C3131,Samarth Wadhwa,28.0,F,Vadodara,Govt,96009,1217456,11.7,12,569.0,S U V,359177,79891,no,Default
C2098,Krish Deep,33.0,M,Mumbai,SALARIED,65024,311483,,18,663.0,BikE,51232,16251,Y,Default
C2575,Ritvik Sandhu,37.0,F,Jaipur,Salaried ,70188,225118,13.6,24,763.0,BIKE,21809,9623,No,No Default
C2501,Rania Dhaliwal,25.0,M,Surat,Self-employed,29208,198118,9.1,36,717.0,CAR,23656,5287,N,Default
C0284,veer sha,32.0,F,CHENNAI,Salaried ,41058,385876,12.8,24,654.0,S U V,43367,16097,N,Default
C0463,Bhavin Vasa,,F,Indore,SALARIED,27283,141857,9.6,18,728.0,BikE,7446,8184,NO,No Default
C1229,Samaira Choudhry,22.0,M,Thane,SALARIED,32039,251135,15.7,24,672.0,Car,44150,9978,No,Default
C2702,Hrishita Rout,22.0,F, Delhi ,salaried,46657,289339,12.5,48,703.0,Bike,15742,6412,NO,Default
C1372,Arnav Ben,32.0,Other,Gurugram,salaried,44172,448806,9.1,12,686.0,Suv,118896,29994,Yes,No Default
C1493,Drishya Dora,18.0,F,Bhopal,salaried,52260,409205,12.2,48,676.0,S U V,34734,8753,0,Default
C0648,Saksham Joshi,24.0,F,Kolkata,Salaried,70800,430402,11.4,36,701.0,BIKE,45262,11917,0,Default
C2861,Anvi Venkatesh,31.0,F,Bengaluru,,29517,408403,8.0,12,547.0,SUV,77268,29802,0,Default
C1834,Advik Wagle,26.0,F, Kolkata ,SALARIED,58182,739670,14.2,72,698.0,CAR,136851,9561,N,No Default
C0860, Misha Raval ,38.0,M,Kolkata,Self  Employed,45394,221291,14.4,18,647.0,BIKE,38337,11627,N,NO DEFAULT
C2296,Aradhya Subramanian,32.0,F,Gurugram,Salaried ,26073,253032,13.4,30,839.0,car,45307,7852,yes,No Default
C0692,Samar Ben,31.0,M,Mumbai,salaried,35478,290774,8.9,48,762.0,CAR,25334,6022,N,No Default
C1464,Madhav Dalal,18.0,M,Bhopal,Salaried,51438,333899,9.1,60,668.0,bike,59523,4989,No,Default
C3116,Rhea Tara,28.0,F,Vadodara,Business,48982,427979,13.3,48,555.0,c ar,77336,8276,N,default
C1582,Drishya Srinivasan,18.0,M,Indore, salarieD,18281,118084,15.1,24,633.0,c ar,32921,4084,No,Default
C2029,Faiyaz Mandal,37.0,M,Nagpur,SALARIED,44452,382578,9.4,72,635.0,CAR,30063,5356,0,Default
C0217,Kiaan  Gala,34.0,F,Gurugram,Salaried ,84188,688586,15.3,36,724.0,Car,81360,19448,0,Default
C0264,Umang Arora,36.0,F,Kolkata,Self Employed,33567,196778,12.1,48,565.0,BikE,51196,3399,Y,No Default
C1277,Renee Aggarwal,44.0,F,Patna,Salaried,29362,301158,11.6,60,757.0,Suv,69233,4313,yes,no default
C0544,Mannat Sahni,34.0,F, Mumbai ,SALARIED,55081,642531,11.9,36,634.0,Suv,97624,16937,0,default
C2046,Divit Raval,28.0,F, Mumbai ,Salaried,85406,622346,12.1,72,718.0,CAR,163732,7140,no,Default
C1489,Ivan Kashyap,33.0,M,Hyderabad,Self employed,95105,640414,11.1,30,726.0,Car,187528,16771,N,No Default
C1683,Aarush Venkataraman,48.0,F, Visakhapatnam ,Goverment,53493,692927,13.9,48,706.0,Car,181260,12141,1,Default
C2487,Umang Butala,36.0,F,Indore,Business,46673,331256,13.0,18,725.0,CAR,80661,15731,No, No Default 
C2816,Veer Chadha,24.0,M,Mumbai,Self Employed,34249,329216,12.9,30,774.0,Car,51476,10452,Y,Default
C1986,Neysa Chaudhuri,21.0,Other, Indore ,Salaried ,82467,883737,14.0,36,747.0,CAR,69364,25788,Yes,Default
C1269,Jayan Baral,35.0,M,Patna,Salaried,29489,280435,11.7,12,614.0, Suv ,52884,21181,YES,Default
C2375,Suhana  Ahluwalia,25.0,F,Pune,UNEMPLOYED,36123,165147,15.0,36,593.0,BikE,48158,3737,no,Default
C0227,Akarsh Sule,38.0,M,Hyderabad,Self  Employed,93638,370765,9.6,12,620.0,Bike,51443,29164,N,No Default
C0554,Aarna Behl,43.0,F,Chennai,BUSINESS,47933,216156,13.6,18,655.0,bike,24380,12103,1,No Default
C0062,Sana Keer,32.0,M,Gurugram,Business,30051,192413,8.0,12,793.0,CAR,52322,12608,no,No Default
C1443,Adira Chauhan,43.0,M,Coimbatore, salarieD,68252,1044683,16.0,60,697.0,S U V,258665,15196,NO,Default
C2849,Indranil Ravi,30.0,F,Ahmedabad,govt ,55608,497334,13.1,18,712.0,CAR,126063,23328,No,No Default
C1733,Priyansh Seth,30.0,F,Jaipur,SALARIED,31438,396419,8.1,48,740.0,CAR,81827,7084,no,Default
C2060,Hunar Badal,36.0,F,Bhopal,,56571,470190,9.5,30,677.0,c ar,86806,13993,0,No Default
C2021,Dharmajan Bhatt,35.0,F, Lucknow ,Un employd,32482,371406,13.7,30,673.0,S U V,21505,13261,YES,Default
C2204,Romil Amble,30.0,M,Coimbatore, salarieD,58517,687000,13.7,24,724.0,Car,169856,24499,Y,Default
C2976,Amira Mahajan,30.0,M,Ahmedabad, salarieD,45104,365650,,36,700.0,CAR,51232,9746,No,Default
C1840, Lavanya Basak ,33.0,F,Visakhapatnam,Goverment,35572,281801,13.9,48,624.0,c ar,34395,5870,NO,No Default
C2974,Ojas Sampath,33.0,F,Bhopal,Self Employed,59883,205618,,18,785.0,Bike,26072,11012,NO,No Default
C2672,Lakshit Deshpande,26.0,F,Delhi,SALARIED,30747,321251,,30,756.0,Suv,32498,10683,NO,No Default
C0662,Lakshay  Suri,33.0,M,Thane,bussiness,42058,392330,11.2,30,743.0,Car,36121,13203,YES,No Default
C1636,Zaina Sagar,38.0,M,Nagpur,Salaried ,26805,116538,10.9,60,753.0,BikE,28804,2000,N,No Default
C0349,Kavya Ratta,18.0,F,Nagpur,salaried,63005,317018,11.6,36,592.0,BIKE,65482,7797,N,Default
C1575,Raghav Dhawan,37.0,F,Surat, salarieD,63557,400581,12.8,48,681.0,BikE,75560,7637,Yes,Default
C0298, Manjari Vig ,,F,Surat, salarieD,30747,177607,13.8,18,640.0,bike,49114,8123,YES,default
C2215,Sana Seth,,M,Bengaluru, salarieD,39795,207409,14.1,72,820.0,bike,23359,2916,0,Default
C1881,Anahi Bhat,42.0,F,Delhi,SALARIED,22762,195293,12.8,48,697.0,SUV,33028,3813,YES,No Default
C2899,Tejas  Ramakrishnan,22.0,M,Chennai,,24658,78427,11.6,24,653.0,BikE,20348,2700,NO,Default
C2715,Abram Handa,28.0,F,Coimbatore,bussiness,149675,1784382,14.5,18,708.0,c ar,400000,88062,N,Default
C0205,Mishti Boase,31.0,M, Noida ,,49625,269175,11.9,36,810.0,bike,55036,6656,no,no default
C1734,Veer Sengupta,30.0,F,Vadodara,studnt,55019,524651,13.7,18,,car,115380,25852,No,No Default
C0907,Shamik Savant,,M,Pune,Salaried,57337,732483,12.5,48,733.0,CAR,133687,14034,Y,No Default
C0914,Navya Kalla,38.0,F,Pune,self employed,22348,296338,15.4,48,675.0,Suv,56463,5766,No,Default
C2403,Divit Karnik,25.0,F,Nagpur, salarieD,63333,528070,12.8,24,740.0, CAR ,72943,21390,N,Default
C2235,Pari Kothari,37.0,M,Vadodara,Salaried ,59095,867276,11.4,60,667.0,suv,234017,11757,NO,Default
C1360, Renee Sem ,18.0,F,Kochi,Business,28022,142456,9.6,60,644.0,Bike,31887,2019,NO,No Default
C3039,Bhavin Mall,33.0,M,Kolkata,Salaried ,46305,304532,14.6,12,,Car,31883,26037,1,Default
C1034,Himmat Iyer,32.0,M,Vadodara, salarieD,28999,206617,,30,655.0,car,43357,5877,No,No Default
C2059,Mehul Banerjee,44.0,F,Nashik,self employed,43209,232172,9.7,48,717.0,bike,68737,3735,yes,Default
C1494,farhan ramanathan,,F,HYDERABAD,BUSINESS,80198,710875,13.3,18,640.0,c ar,159980,34675,NO,default
C1305,Tara Dugal,32.0,F,Surat,SALARIED,63634,850766,11.8,24,668.0,SUV,63920,36653,NO,No Default
C1771,Divij Chand,38.0,F,Gurugram,salaried,51270,223027,13.6,36,732.0,BikE,14470,6581,YES,Default
C1234,Samar Mane,34.0,M,Mumbai,Student,44112,462522,15.7,12,778.0,suv,71547,37696,no,Default
C2248,Baiju Bhavsar,34.0,F,Noida,Salaried ,23607,152397,12.0,12,705.0,Bike,34151,11036,0,Default
C2604,Kashvi Bhatti,29.0,M,Coimbatore,Salaried,74995,826526,8.9,48,631.0,CAR,112180,16206,1,Default
C2338,Hiran Lalla,38.0,M,Indore,,42167,612239,18.2,30,704.0,Suv,31520,22880,N,Default
C2476,Samar Singh,19.0,F,Bhopal,Unemployed,17534,60000,14.8,36,621.0,bike,8533,2000,yes,No Default
C1586,Prisha Barad,38.0,M,Pune,Salaried ,33610,156632,9.2,48,572.0,BIKE,41202,2626,no,Default
C1818,Ivana Lala,20.0,F,Jaipur,BUSINESS,49772,561726,12.5,36,765.0,Car,96695,14532,0,No Default
C1426,Vedika Boase,33.0,M,Mumbai,Self-employed,20792,171270,10.8,12,618.0,Car,10094,14881,No,Default
C2138,Damini Bal,33.0,M,Nagpur,Salaried ,67143,806025,12.1,60,621.0,car,148999,12275,0,Default
C1592,Nitya Garde,25.0,M,Patna,SALARIED,31109,396967,10.4,48,533.0,c ar,90024,7059,0,Default
C0122,Gokul Ganesh,33.0,F,Bhopal,Business,44514,166245,11.7,18,680.0,BikE,16237,9308,0,No Default
C0657,Pranay Dhar,40.0,M,Noida, salarieD,37064,444790,10.8,24,699.0,Car,99001,15963,0,Default
C1792,Samar Chacko,40.0,F,Patna,,68868,481125,11.7,12,681.0,Car,119951,33619,NO,Default
C2200,Bhavin Maharaj,,F,Jaipur,salaried,63583,353004,10.7,48,568.0,BIKE,104415,5733,No,Default
C2108,Oorja Chawla,39.0,F,Surat,salaried,78542,569004,12.3,36,647.0,Car,64166,15748,NO,Default
C1897,Parinaaz Raju,,M,Lucknow,Salaried,49823,285648,,12,687.0,BikE,63041,20776,No,Default
C1939,Yashvi Sami,28.0,M,Chennai,Self-employed,50190,280844,9.6,36,728.0,bike,31793,7582,0,No Default
C0131,Ayesha Rout,21.0,M,Patna,Self employed,99118,1173279,8.1,24,631.0,SUV,336864,37673,NO,Default
C1486,Hunar Kibe,27.0,F,Kochi,Student,39940,198473,9.9,72,666.0,bike,40314,2414,0,Default
C1723, Dhruv Ramakrishnan ,32.0,M,Lucknow,Self employed,23894,329548,8.0,18,657.0,SUV,23262,18377,N,No Default
C0134,Tejas Solanki,34.0,M,Mumbai,Self  Employed,41424,533989,9.2,18,677.0,c ar,63051,28570,NO,Default
C0001,Rasha Lata,37.0,F,Delhi,,42285,235188,9.6,18,692.0,Bike,20931,13045,No,Default
C2520,Raghav Chawla,38.0,Other,Pune,salaried,38469,122806,12.2,30,717.0,BIKE,26365,3606,N,Default
C0252,Vritika Karnik,52.0,M,Bengaluru,Salaried ,34263,181859,12.6,18,725.0,Bike,37005,9061,N,Default
C1070,Samarth Dalal,31.0,F,Noida,salaried,59016,627563,16.9,30,628.0,car,101916,20482,N,No Default
C1888,Abram Kapadia,36.0,M,Pune,Salaried,56357,847675,13.2,24,637.0,suv,188605,31086,NO,Default
C0700, Nishith Jayaraman ,41.0,M,Hyderabad,Self-employed,50199,159312,11.5,30,553.0,BIKE,17005,5289,no,default
C2716,Advika Badami,37.0,F,Kolkata,Salaried ,27404,243266,15.9,48,727.0,suv,72811,4115,0,No Default
C0239,Vaibhav Deep,42.0,F,Pune,SALARIED,55716,463178,17.4,12,648.0,suv,111719,34384,0,Default
C1436,Shlok Khatri,18.0,M,Jaipur,Self  Employed,46710,340530,16.2,30,592.0,c ar,78968,10131,No,Default
C2371,Kanav Sinha,31.0,F, Kochi ,Business,30607,116170,12.1,48,552.0,Bike,29404,2026,no,Default
C2050,Arnav Anne,,M,Ahmedabad,Business,33379,110536,14.0,48,616.0,Bike,29096,2000,0, Default 
C0957,Samar Balan,19.0,M,Bengaluru,Self employed,40748,510743,9.8,30,638.0,c  ar,97445,15126,NO,No Default
C1477, Bhavin Dass ,34.0,M,Thane,salaried,85537,855771,12.8,30,697.0,c ar,71074,29504,no,Default
C1063,Lagan Toor,38.0,F, Ahmedabad ,SALARIED,27442,268935,12.4,18,,CAR,77075,11980,No,Default
C2232, Kiara Subramanian ,39.0,M,Visakhapatnam, salarieD,52071,327394,11.5,12,633.0,c ar,35422,27129,Yes,Default
C1954,Arhaan Borah,35.0,F,Indore,Salaried ,41681,534663,14.4,24,722.0,Suv,138993,18860,N,No Default
C1904,Purab Comar,,M,Visakhapatnam,SALARIED,63896,279728,,24,538.0,BIKE,31592,11496,0,No Default
C2881,Hansh Tiwari,27.0,M,Ahmedabad,Self employed,31687,229814,14.5,72,784.0,Car,35042,3097,No,No Default
C1879,Kashvi Ahluwalia,33.0,F,Patna,Salaried ,12703,78176,13.3,24,642.0,BikE,16499,2911,0,No Default
C2355,Ivana Shan,36.0,F,Vadodara,Self-employed,89789,1076734,12.6,60,724.0,CAR,249100,15531,NO,No Default
C0730,Inaaya  Tripathi,32.0,M,Coimbatore,Salaried ,53712,274535,12.5,72,632.0,BikE,77732,3075,No,Default
C1465,Akarsh Loke,38.0,F,Pune,SALARIED,59809,826804,9.8,24,729.0,SUV,219533,27782,NO,Default
C1010,Damini Baria,42.0,F,Visakhapatnam,Self  Employed,46926,499489,10.3,12,667.0,S U V,59706,40423,0,Default
C0550,Stuvan Iyer,32.0,M,Bhopal, salarieD,35462,254525,12.3,30,741.0,CAR,27449,8500,0,Default
C1338,Shalv Baria,41.0,F,Kochi,SALARIED,39212,417295,14.8,48,,CAR,22918,9432,yes,No Default
C0970,Ritvik Sampath,40.0,M,Mumbai,Business ,45472,560614,11.1,36,597.0,CAR,114802,13758,NO,No  Default
C1360, Renee Sem ,18.0,F,Kochi,Business,28022,142456,9.6,60,644.0,Bike,31887,2019,NO,No Default
C1725,Vardaniya Garde,35.0,F,Nashik,Salaried,49570,495858,11.6,18,654.0,suv,145047,21750,no,Default
C0111,Jayant Varghese,30.0,M,Patna,Business,28968,335480,11.1,12,631.0,car,77349,23898,0,Default
C0160,Umang Gera,31.0,M,Thane,Salaried,31419,135240,13.9,24,603.0,BIKE,23527,5301,N,No Default
C0610,Zeeshan Goswami,52.0,M,Nashik,,76892,465326,8.0,36,734.0,BikE,116681,10459,No,No Default
C0916,Diya Kade,41.0,M,Mumbai,,128094,1964711,10.4,48,668.0,SUV,369212,36696,0,No Default
C0292, Sumer Garg ,38.0,M,Kochi,Self Employed,113583,365505,15.1,60,673.0,bike,60238,5856,0,No Default
C0746,Pihu Sanghvi,,F,Nashik,,52391,249213,12.6,36,703.0,bike,48725,6270,No,No Default
C2799,Taimur Kant,41.0,F,Kolkata,Business ,31055,238236,13.8,36,715.0,c ar,26635,6688,no,Default
C0776,Renee Rajagopalan,27.0,Other,Gurugram,Business,62554,202558,9.5,36,607.0,bike,35747,5073,yes,No Default
C0486,ryan keer,35.0,M,INDORE,Salaried,72020,362500,15.9,36,635.0,BikE,53399,9951,no,No Default
C0578,Prisha Bala,41.0,F,Thane,Salaried ,55131,455950,14.0,12,788.0,car,91549,34618,N,No Default
C1458,Yuvraj  Keer,42.0,M,Indore, salarieD,44492,488719,10.2,30,681.0,CAR,109227,13940,0,Default
C0264,Umang Arora,36.0,F,Kolkata,Self Employed,33567,196778,12.1,48,565.0,BikE,51196,3399,Y,No Default
C1256,Dharmajan Uppal,27.0,M,Patna,self employed,39354,311182,11.4,30,669.0,CAR,26453,10572,0,No Default
C0303,Khushi Dara,38.0,F,Nagpur,,52105,170796,10.2,36,711.0,BIKE,45183,3845,no,Default
C1772,Tejas  Saha,23.0,F,Kolkata,salaried,49838,318246,11.9,24,673.0,bike,25599,13644,1,no default
C1200,Arnav Kulkarni,18.0,F,Gurugram,Self employed,32912,131062,13.7,24,682.0,BIKE,15987,5451,no,No Default
C2884,Uthkarsh Saraf,20.0,Other,Jaipur,salaried,38102,341612,10.8,48,684.0,car,45555,6833,no,No Default
C0150,Farhan Bala,33.0,M,Bhopal,Salaried ,72684,1096668,14.7,18,622.0,Suv,165029,59366,NO,Default
C0815,Ayesha Behl,28.0,F,Kolkata,salaried,72974,386424,16.3,24,699.0,BikE,85271,14593,no,No Default
C0072,Keya Iyer,36.0,M,Pune,Salaried ,104683,427456,13.3,24,737.0,bike,38750,18350,Yes,Default
C2504,Tiya Chadha,24.0,F,Kolkata,BUSINESS,29790,362089,13.5,72,565.0,car,29246,5246,NO,Default
C0090,Nitara Tandon,38.0,M,Lucknow,govt ,51765,247999,9.9,48,675.0,bike,40139,4759,no,Default
C0118,Kashvi Dutt,21.0,M,Nashik,,25125,140229,8.7,36,651.0,Bike,22872,3543,0,No Default
C1512,Advik Bava,,F,Bengaluru, salarieD,45476,592441,8.4,72,576.0,SUV,97121,7457,Yes,Default
C2370,Ritvik Upadhyay,39.0,F,Visakhapatnam,Salaried ,51267,313324,12.2,24,,c ar,64333,11640,1,No Default
C2539,Uthkarsh Contractor,36.0,F,Indore,salaried,37928,446126,10.4,12,698.0,car,96742,32143,no,Default
C0460,Ivan Bera,18.0,M,Hyderabad,bussiness,45068,545038,13.2,30,825.0,c  ar,42975,18944,No,No Default
C2218,Arhaan Kar,25.0,F,Noida,BUSINESS,26301,110343,,48,656.0,BIKE,27889,2000,No,Default
C2836,Charvi Bedi,34.0,F,Hyderabad,Business ,35126,442351,9.5,12,773.0,suv,111245,30213,YES,Default
C0242,Kartik Datta,24.0,F,Pune, salarieD,42174,221113,13.2,36,580.0,BikE,46997,5474,0,No Default
C0842,Stuvan Wason,38.0,F,Patna, salarieD,21597,175360,9.2,48,721.0,S U V,40225,3074,no, No Default 
C1938,Sahil Ganesh,45.0,F,Hyderabad,SALARIED,18715,323805,9.9,12,607.0,TRUCK,34204,26522,0,Default
C0745,Shayak Behl,26.0,M, Kolkata , salarieD,94817,903839,11.4,18,676.0, Car ,128401,47990,Yes,Default
C2633,Zara Toor,31.0,F,Bhopal,salaried,36092,151633,14.8,24,659.0,bike,34105,5621,N,No Default
C2319,Shray Jha,49.0,F,Kolkata,SALARIED,33900,114571,8.8,36,742.0,BikE,10338,3150,no,Default
C2644,Divit Bali,34.0,F,Bengaluru,Salaried,29239,158526,12.0,12,699.0,bike,40850,10983,NO,No Default
C0786,Amira Wagle,,F,Surat,SALARIED,45661,478195,11.7,48,613.0,Car,58896,9757,NO,No Default
C0497,Aarav Devi,28.0,F,Gurugram,Salaried,41192,264193,12.8,48,691.0,BIKE,75160,4442,0,No Default
C1866,Samar Butala,25.0,M,Patna,Business ,75790,404629,13.4,12,785.0,bike,117210,27161,0,Default
C1523,Neysa Vig,28.0,M,Nagpur,SALARIED,28487,126189,14.7,72,620.0,BIKE,9367,2000,No, default 
C0221,Purab Hayre,26.0,F,Lucknow, salarieD,33393,343175,14.5,24,648.0,car,94375,11869,no,Default
C0405,Priyansh Gade,22.0,F,Visakhapatnam,SALARIED,62521,550771,8.6,18,672.0,SUV,32898,31245,Yes,Default
C1361,Eva Kapadia,35.0,F,Bengaluru,self employed,32381,129576,11.9,30,646.0,Bike,7179,4565,no,No Default
C0921,Inaaya  Cherian,23.0,M,Noida,Self-employed,46672,473601,17.1,24,646.0, c ar ,24869,21894,no,Default
C2876,Emir Karan,45.0,F,Noida,bussiness,39842,402475,9.2,36,701.0,Car,54725,10548,No,No Default
C0985,Yuvaan Brahmbhatt,29.0,F,Kolkata,bussiness,35930,525043,8.0,30,579.0,S U V,27183,17922,N,Default
C2896,Rania Chaudhari,22.0,F,Vadodara,Self employed,14155,161200,12.5,48,734.0,SUV,36015,2934,No,No Default
C1334,Hazel Konda,39.0,M,Delhi,Self Employed,36193,163353,12.9,24,698.0,Bike,15880,6937,0,Default
C1916,Anika Datta,18.0,F,Surat,salaried,41873,249474,9.8,60,826.0,Bike,37916,3871,1,Default
C0313,Lakshit Vala,42.0,M,Pune,salaried,42627,502650,12.6,60,665.0,Suv,39045,8700,no,Default
C2556,Mehul Goyal,27.0,M,Patna,Un employd,103823,1605334,9.0,30,692.0,suv,197782,51141,0,Default
